z_id,coupling_type,times,lats,lons,winds,winds_kt
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-11 15:00:00,26.40000,128.00000,41.16,80.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-11 18:00:00,26.90000,127.70000,41.16,80.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-11 21:00:00,27.40000,127.50000,41.16,80.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-12 00:00:00,27.70000,127.40000,36.01,70.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-12 03:00:00,28.10000,127.10000,36.01,70.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-12 06:00:00,28.80000,127.10000,33.44,65.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-12 09:00:00,29.30000,127.30000,33.44,65.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-12 12:00:00,29.70000,127.60000,33.44,65.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-12 15:00:00,30.20000,128.20000,33.44,65.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-12 18:00:00,30.60000,129.00000,33.44,65.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-12 21:00:00,30.90000,129.60000,33.44,65.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-12 23:00:00,31.10000,130.00000,33.44,65.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-13 00:00:00,31.30000,130.30000,30.87,60.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-13 03:00:00,32.20000,131.60000,30.87,60.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-13 05:00:00,32.90000,132.40000,30.87,60.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-13 06:00:00,33.10000,133.00000,30.87,60.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-13 09:00:00,33.90000,134.20000,28.29,55.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-13 10:00:00,34.20000,134.60000,28.29,55.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-13 11:00:00,34.40000,135.10000,25.72,50.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-13 12:00:00,34.50000,136.00000,25.72,50.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-13 15:00:00,35.60000,136.90000,25.72,50.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-13 18:00:00,36.50000,139.70000,25.72,50.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-13 21:00:00,38.00000,141.50000,28.29,55.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-03 18:00:00,9.80000,170.80000,18.01,35.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-04 00:00:00,10.30000,170.30000,18.01,35.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-04 06:00:00,10.90000,168.80000,20.58,40.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-04 12:00:00,11.20000,167.10000,20.58,40.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-04 18:00:00,11.10000,165.90000,23.15,45.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-05 00:00:00,11.30000,164.70000,23.15,45.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-05 06:00:00,11.20000,163.80000,23.15,45.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-05 12:00:00,11.00000,162.50000,25.72,50.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-05 18:00:00,11.50000,161.00000,28.29,55.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-06 00:00:00,11.70000,159.90000,30.87,60.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-06 06:00:00,11.70000,158.60000,30.87,60.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-06 12:00:00,12.20000,157.80000,33.44,65.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-06 18:00:00,12.60000,156.80000,38.58,75.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-07 00:00:00,13.10000,155.60000,43.73,85.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-07 06:00:00,13.70000,154.50000,46.30,90.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-07 12:00:00,14.30000,153.50000,51.44,100.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-07 18:00:00,15.00000,152.20000,51.44,100.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-08 00:00:00,15.40000,150.70000,48.87,95.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-08 06:00:00,15.40000,149.90000,46.30,90.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-08 12:00:00,16.00000,149.00000,46.30,90.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-08 18:00:00,16.60000,147.80000,48.87,95.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-09 00:00:00,17.00000,146.80000,48.87,95.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-09 06:00:00,17.60000,145.90000,51.44,100.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-09 12:00:00,18.00000,144.50000,51.44,100.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-09 18:00:00,18.20000,143.60000,51.44,100.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-10 00:00:00,18.20000,142.70000,51.44,100.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-10 06:00:00,18.40000,142.00000,48.87,95.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-10 12:00:00,18.20000,141.30000,46.30,90.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-10 18:00:00,18.30000,140.70000,43.73,85.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-11 00:00:00,18.30000,140.00000,43.73,85.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-11 06:00:00,18.30000,139.50000,43.73,85.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-11 12:00:00,18.40000,139.00000,41.16,80.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-11 18:00:00,18.40000,138.40000,41.16,80.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-12 00:00:00,18.40000,137.80000,38.58,75.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-12 06:00:00,18.60000,137.60000,38.58,75.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-12 12:00:00,18.70000,137.50000,36.01,70.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-12 18:00:00,19.00000,137.20000,36.01,70.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-13 00:00:00,19.60000,137.20000,36.01,70.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-13 06:00:00,20.50000,137.10000,38.58,75.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-13 12:00:00,21.30000,136.90000,41.16,80.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-13 18:00:00,22.20000,136.60000,41.16,80.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-14 00:00:00,22.70000,136.50000,41.16,80.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-14 06:00:00,23.70000,136.60000,41.16,80.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-14 12:00:00,24.40000,136.60000,41.16,80.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-14 18:00:00,25.50000,136.50000,43.73,85.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-15 00:00:00,26.50000,136.30000,43.73,85.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-15 06:00:00,27.60000,136.00000,43.73,85.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-15 12:00:00,29.00000,135.60000,43.73,85.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-15 18:00:00,30.00000,135.30000,41.16,80.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-16 00:00:00,31.00000,134.70000,38.58,75.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-16 03:00:00,31.40000,134.60000,38.58,75.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-16 06:00:00,32.00000,134.60000,36.01,70.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-16 09:00:00,32.50000,134.50000,36.01,70.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-16 12:00:00,33.00000,134.30000,36.01,70.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-16 14:00:00,33.40000,134.10000,33.44,65.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-16 15:00:00,33.60000,134.00000,33.44,65.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-16 18:00:00,34.10000,133.70000,30.87,60.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-16 21:00:00,34.50000,133.60000,28.29,55.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-17 00:00:00,35.00000,133.40000,25.72,50.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-17 03:00:00,35.30000,133.40000,23.15,45.0
EQ-20150713025200329921318555857__TC-TY1511,Simultaneous,2015-07-17 06:00:00,35.70000,133.60000,18.01,35.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-14 18:00:00,13.00000,148.20000,18.01,35.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-15 00:00:00,13.50000,147.00000,23.15,45.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-15 06:00:00,13.80000,146.40000,23.15,45.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-15 12:00:00,14.20000,146.00000,25.72,50.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-15 18:00:00,14.40000,145.40000,28.29,55.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-16 00:00:00,14.70000,144.80000,30.87,60.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-16 06:00:00,15.00000,144.20000,30.87,60.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-16 12:00:00,15.50000,143.60000,33.44,65.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-16 18:00:00,16.00000,142.70000,38.58,75.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-17 00:00:00,16.50000,141.70000,43.73,85.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-17 06:00:00,17.00000,140.50000,48.87,95.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-17 12:00:00,17.30000,139.20000,48.87,95.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-17 18:00:00,17.70000,137.80000,48.87,95.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-18 00:00:00,18.20000,136.00000,48.87,95.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-18 06:00:00,18.60000,134.60000,48.87,95.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-18 12:00:00,18.70000,132.90000,48.87,95.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-18 18:00:00,18.80000,131.20000,43.73,85.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-19 00:00:00,18.90000,129.90000,43.73,85.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-19 06:00:00,19.00000,128.40000,43.73,85.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-19 12:00:00,18.90000,127.30000,46.30,90.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-19 18:00:00,18.90000,126.10000,46.30,90.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-20 00:00:00,18.80000,125.30000,46.30,90.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-20 06:00:00,18.90000,124.70000,43.73,85.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-20 12:00:00,19.00000,124.00000,43.73,85.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-20 18:00:00,19.10000,123.20000,43.73,85.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-21 00:00:00,19.20000,122.90000,43.73,85.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-21 06:00:00,19.30000,122.40000,43.73,85.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-21 12:00:00,19.30000,122.30000,41.16,80.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-21 18:00:00,19.60000,122.50000,41.16,80.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-22 00:00:00,20.10000,122.60000,41.16,80.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-22 06:00:00,20.70000,122.70000,41.16,80.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-22 12:00:00,21.30000,123.10000,41.16,80.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-22 15:00:00,21.90000,123.20000,41.16,80.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-22 18:00:00,22.40000,123.20000,41.16,80.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-22 21:00:00,22.80000,123.30000,41.16,80.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-23 00:00:00,23.10000,123.30000,41.16,80.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-23 03:00:00,23.50000,123.40000,41.16,80.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-23 06:00:00,23.80000,123.50000,43.73,85.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-23 09:00:00,24.20000,123.80000,46.30,90.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-23 10:00:00,24.30000,123.90000,46.30,90.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-23 12:00:00,24.50000,124.00000,48.87,95.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-23 15:00:00,24.80000,124.20000,48.87,95.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-23 18:00:00,25.20000,124.60000,51.44,100.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-23 21:00:00,25.70000,125.30000,51.44,100.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-24 00:00:00,26.20000,125.90000,51.44,100.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-24 03:00:00,27.10000,126.70000,51.44,100.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-24 06:00:00,27.90000,127.40000,51.44,100.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-24 09:00:00,28.80000,128.10000,51.44,100.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-24 12:00:00,29.60000,128.80000,46.30,90.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-24 15:00:00,30.50000,129.50000,46.30,90.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-24 18:00:00,31.70000,129.90000,46.30,90.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-24 19:00:00,32.00000,130.10000,43.73,85.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-24 20:00:00,32.40000,130.50000,43.73,85.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-24 21:00:00,32.80000,130.50000,41.16,80.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-25 00:00:00,33.80000,130.40000,36.01,70.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-25 03:00:00,34.60000,130.60000,36.01,70.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-25 06:00:00,35.30000,131.00000,36.01,70.0
EQ-20150826075100321071318633452__TC-TY1515,Simultaneous,2015-08-25 09:00:00,36.00000,131.80000,30.87,60.0
EQ-20160815160400373781417484756__TC-TY1607,Simultaneous,2016-08-13 18:00:00,20.90000,142.90000,18.01,35.0
EQ-20160815160400373781417484756__TC-TY1607,Simultaneous,2016-08-14 00:00:00,22.00000,143.60000,18.01,35.0
EQ-20160815160400373781417484756__TC-TY1607,Simultaneous,2016-08-14 06:00:00,23.40000,144.20000,20.58,40.0
EQ-20160815160400373781417484756__TC-TY1607,Simultaneous,2016-08-14 12:00:00,24.60000,144.50000,23.15,45.0
EQ-20160815160400373781417484756__TC-TY1607,Simultaneous,2016-08-14 18:00:00,25.70000,144.80000,25.72,50.0
EQ-20160815160400373781417484756__TC-TY1607,Simultaneous,2016-08-15 00:00:00,27.10000,145.00000,25.72,50.0
EQ-20160815160400373781417484756__TC-TY1607,Simultaneous,2016-08-15 06:00:00,28.10000,144.50000,25.72,50.0
EQ-20160815160400373781417484756__TC-TY1607,Simultaneous,2016-08-15 12:00:00,29.40000,143.80000,23.15,45.0
EQ-20160815160400373781417484756__TC-TY1607,Simultaneous,2016-08-15 18:00:00,30.50000,143.00000,23.15,45.0
EQ-20160815160400373781417484756__TC-TY1607,Simultaneous,2016-08-16 00:00:00,31.60000,142.50000,25.72,50.0
EQ-20160815160400373781417484756__TC-TY1607,Simultaneous,2016-08-16 06:00:00,33.40000,141.40000,25.72,50.0
EQ-20160815160400373781417484756__TC-TY1607,Simultaneous,2016-08-16 12:00:00,34.40000,141.00000,25.72,50.0
EQ-20160815160400373781417484756__TC-TY1607,Simultaneous,2016-08-16 18:00:00,35.80000,141.20000,25.72,50.0
EQ-20160815160400373781417484756__TC-TY1607,Simultaneous,2016-08-17 00:00:00,37.80000,141.70000,28.29,55.0
EQ-20160815160400373781417484756__TC-TY1607,Simultaneous,2016-08-17 03:00:00,39.00000,142.20000,28.29,55.0
EQ-20160815160400373781417484756__TC-TY1607,Simultaneous,2016-08-17 06:00:00,40.80000,142.70000,28.29,55.0
EQ-20160815160400373781417484756__TC-TY1607,Simultaneous,2016-08-17 08:00:00,41.80000,143.00000,28.29,55.0
EQ-20160815160400373781417484756__TC-TY1607,Simultaneous,2016-08-17 09:00:00,42.30000,143.10000,28.29,55.0
EQ-20160815160400373781417484756__TC-TY1607,Simultaneous,2016-08-17 12:00:00,44.30000,143.10000,28.29,55.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-19 06:00:00,17.80000,141.80000,18.01,35.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-19 12:00:00,18.70000,140.90000,18.01,35.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-19 18:00:00,19.40000,140.60000,20.58,40.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-20 00:00:00,20.40000,140.80000,20.58,40.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-20 06:00:00,22.10000,141.00000,23.15,45.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-20 12:00:00,24.40000,141.10000,25.72,50.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-20 18:00:00,26.20000,140.80000,25.72,50.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-21 00:00:00,28.00000,140.60000,25.72,50.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-21 06:00:00,29.80000,139.90000,25.72,50.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-21 12:00:00,31.50000,139.50000,28.29,55.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-21 15:00:00,32.30000,139.20000,28.29,55.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-21 18:00:00,33.10000,139.40000,33.44,65.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-21 21:00:00,33.80000,139.30000,33.44,65.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-22 00:00:00,34.20000,139.50000,33.44,65.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-22 03:00:00,34.80000,139.80000,33.44,65.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-22 06:00:00,35.90000,140.00000,30.87,60.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-22 09:00:00,36.60000,140.30000,28.29,55.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-22 12:00:00,37.80000,140.80000,28.29,55.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-22 15:00:00,38.90000,141.10000,28.29,55.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-22 18:00:00,40.40000,141.90000,25.72,50.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-22 20:00:00,41.80000,142.30000,25.72,50.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-22 21:00:00,42.40000,142.60000,25.72,50.0
EQ-20160819210700365601411324854__TC-TY1609,Simultaneous,2016-08-23 00:00:00,43.60000,143.80000,25.72,50.0
EQ-20160820180100403671437781164__TC-TY1611,Simultaneous,2016-08-20 00:00:00,32.90000,147.30000,18.01,35.0
EQ-20160820180100403671437781164__TC-TY1611,Simultaneous,2016-08-20 06:00:00,34.30000,145.70000,18.01,35.0
EQ-20160820180100403671437781164__TC-TY1611,Simultaneous,2016-08-20 12:00:00,36.30000,143.70000,18.01,35.0
EQ-20160820180100403671437781164__TC-TY1611,Simultaneous,2016-08-20 18:00:00,37.80000,142.80000,18.01,35.0
EQ-20160820180100403671437781164__TC-TY1611,Simultaneous,2016-08-21 00:00:00,38.80000,142.90000,18.01,35.0
EQ-20160820180100403671437781164__TC-TY1611,Simultaneous,2016-08-21 06:00:00,40.60000,142.90000,18.01,35.0
EQ-20160820180100403671437781164__TC-TY1611,Simultaneous,2016-08-21 12:00:00,42.50000,143.90000,18.01,35.0
EQ-20160820180100403671437781164__TC-TY1611,Simultaneous,2016-08-21 14:00:00,42.90000,144.10000,18.01,35.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-03 00:00:00,17.70000,150.90000,18.01,35.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-03 06:00:00,18.00000,150.60000,20.58,40.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-03 12:00:00,18.20000,150.30000,25.72,50.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-03 18:00:00,18.90000,150.00000,25.72,50.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-04 00:00:00,20.10000,149.30000,28.29,55.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-04 06:00:00,20.90000,148.70000,33.44,65.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-04 12:00:00,21.60000,148.40000,33.44,65.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-04 18:00:00,22.50000,147.70000,36.01,70.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-05 00:00:00,22.90000,147.40000,36.01,70.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-05 06:00:00,23.80000,147.50000,36.01,70.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-05 12:00:00,24.60000,147.30000,36.01,70.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-05 18:00:00,25.60000,146.70000,36.01,70.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-06 00:00:00,26.50000,146.20000,36.01,70.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-06 06:00:00,27.50000,146.00000,36.01,70.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-06 12:00:00,28.50000,145.70000,36.01,70.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-06 18:00:00,29.70000,145.00000,36.01,70.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-07 00:00:00,30.50000,144.30000,36.01,70.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-07 06:00:00,31.30000,143.90000,36.01,70.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-07 12:00:00,32.00000,143.10000,36.01,70.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-07 18:00:00,32.50000,142.20000,36.01,70.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-08 00:00:00,33.30000,141.90000,36.01,70.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-08 03:00:00,33.50000,141.50000,33.44,65.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-08 06:00:00,33.80000,141.20000,33.44,65.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-08 09:00:00,34.10000,141.30000,33.44,65.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-08 12:00:00,34.50000,141.30000,33.44,65.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-08 15:00:00,34.80000,141.20000,33.44,65.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-08 18:00:00,35.30000,141.00000,33.44,65.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-08 21:00:00,35.80000,141.00000,33.44,65.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-09 00:00:00,36.20000,141.10000,30.87,60.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-09 03:00:00,36.80000,141.20000,30.87,60.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-09 06:00:00,37.30000,141.40000,30.87,60.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-09 09:00:00,37.60000,141.90000,28.29,55.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-09 12:00:00,37.90000,142.50000,25.72,50.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-09 18:00:00,39.10000,144.10000,23.15,45.0
EQ-20180808001300379151439385056__TC-TY1813,Simultaneous,2018-08-10 00:00:00,40.00000,147.20000,23.15,45.0
EQ-20180906030800426901420073767__TC-TY1821,Simultaneous,2018-08-27 18:00:00,14.50000,157.90000,18.01,35.0
EQ-20180906030800426901420073767__TC-TY1821,Simultaneous,2018-08-28 00:00:00,15.40000,157.00000,20.58,40.0
