z_id,coupling_type,times,lats,lons,winds,winds_kt
EQ-20110918160400399281432231958__TC-TY1115,Simultaneous,2011-09-20 18:00:00,31.70000,134.70000,43.73,85.0
EQ-20110918160400399281432231958__TC-TY1115,Simultaneous,2011-09-20 21:00:00,32.40000,135.30000,43.73,85.0
EQ-20110918160400399281432231958__TC-TY1115,Simultaneous,2011-09-21 00:00:00,33.00000,135.90000,41.16,80.0
EQ-20110918160400399281432231958__TC-TY1115,Simultaneous,2011-09-21 03:00:00,33.90000,136.90000,41.16,80.0
EQ-20110918160400399281432231958__TC-TY1115,Simultaneous,2011-09-21 05:00:00,34.70000,137.60000,41.16,80.0
EQ-20110918160400399281432231958__TC-TY1115,Simultaneous,2011-09-21 06:00:00,34.90000,137.80000,38.58,75.0
EQ-20110918160400399281432231958__TC-TY1115,Simultaneous,2011-09-21 09:00:00,35.90000,139.20000,36.01,70.0
EQ-20110918160400399281432231958__TC-TY1115,Simultaneous,2011-09-21 12:00:00,37.10000,140.70000,33.44,65.0
EQ-20110918160400399281432231958__TC-TY1115,Simultaneous,2011-09-21 15:00:00,38.70000,142.40000,33.44,65.0
EQ-20110918160400399281432231958__TC-TY1115,Simultaneous,2011-09-21 18:00:00,40.50000,143.60000,33.44,65.0
EQ-20110918160400399281432231958__TC-TY1115,Simultaneous,2011-09-21 21:00:00,41.80000,145.00000,33.44,65.0
EQ-20110918160400399281432231958__TC-TY1115,Simultaneous,2011-09-22 00:00:00,42.70000,146.60000,30.87,60.0
EQ-20110918160400399281432231958__TC-TY1115,Simultaneous,2011-09-22 03:00:00,43.60000,147.80000,30.87,60.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-13 12:00:00,10.70000,138.00000,18.01,35.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-13 18:00:00,10.80000,136.60000,23.15,45.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-14 00:00:00,10.90000,135.20000,25.72,50.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-14 06:00:00,10.70000,134.10000,25.72,50.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-14 12:00:00,10.70000,132.80000,25.72,50.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-14 18:00:00,10.40000,132.20000,28.29,55.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-15 00:00:00,10.30000,131.40000,30.87,60.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-15 06:00:00,10.40000,131.20000,30.87,60.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-15 12:00:00,11.20000,130.90000,30.87,60.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-15 18:00:00,11.90000,130.50000,30.87,60.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-16 00:00:00,12.90000,130.20000,36.01,70.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-16 06:00:00,14.00000,129.60000,43.73,85.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-16 12:00:00,14.90000,128.80000,51.44,100.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-16 18:00:00,16.20000,128.40000,51.44,100.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-17 00:00:00,17.20000,127.60000,51.44,100.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-17 06:00:00,18.30000,127.30000,51.44,100.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-17 12:00:00,19.60000,127.00000,46.30,90.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-17 18:00:00,20.80000,127.00000,43.73,85.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-18 00:00:00,22.20000,127.40000,43.73,85.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-18 03:00:00,23.00000,127.60000,43.73,85.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-18 06:00:00,23.80000,127.90000,41.16,80.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-18 09:00:00,24.60000,128.20000,41.16,80.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-18 12:00:00,25.30000,128.70000,41.16,80.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-18 15:00:00,26.20000,129.40000,41.16,80.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-18 18:00:00,27.30000,130.00000,38.58,75.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-18 21:00:00,28.60000,130.90000,38.58,75.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-19 00:00:00,29.90000,131.80000,36.01,70.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-19 03:00:00,30.80000,133.10000,36.01,70.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-19 06:00:00,32.40000,134.70000,36.01,70.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-19 08:00:00,33.40000,135.50000,36.01,70.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-19 09:00:00,33.80000,135.90000,36.01,70.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-19 11:00:00,34.70000,137.00000,33.44,65.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-19 12:00:00,35.10000,137.60000,30.87,60.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-19 15:00:00,36.20000,139.00000,28.29,55.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-19 18:00:00,37.30000,140.70000,25.72,50.0
EQ-20120618053200388731420904762__TC-TY1204,Simultaneous,2012-06-19 21:00:00,37.90000,142.00000,25.72,50.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-20 18:00:00,13.30000,131.50000,18.01,35.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-21 00:00:00,13.10000,130.90000,23.15,45.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-21 06:00:00,12.50000,130.40000,23.15,45.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-21 12:00:00,12.30000,130.30000,23.15,45.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-21 18:00:00,11.90000,130.10000,23.15,45.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-22 00:00:00,11.70000,130.00000,25.72,50.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-22 06:00:00,11.70000,129.80000,25.72,50.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-22 12:00:00,11.70000,129.60000,28.29,55.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-22 18:00:00,11.70000,129.30000,30.87,60.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-23 00:00:00,11.80000,128.90000,36.01,70.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-23 06:00:00,12.10000,128.90000,43.73,85.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-23 12:00:00,12.70000,128.70000,51.44,100.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-23 18:00:00,13.00000,128.60000,51.44,100.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-24 00:00:00,13.60000,128.50000,51.44,100.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-24 06:00:00,14.20000,128.20000,51.44,100.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-24 12:00:00,14.60000,128.10000,54.02,105.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-24 18:00:00,15.20000,127.90000,56.59,110.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-25 00:00:00,15.70000,127.80000,56.59,110.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-25 06:00:00,16.40000,127.50000,56.59,110.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-25 12:00:00,16.80000,127.10000,56.59,110.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-25 18:00:00,17.10000,126.80000,56.59,110.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-26 00:00:00,17.40000,126.50000,56.59,110.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-26 06:00:00,18.00000,126.10000,56.59,110.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-26 12:00:00,18.40000,125.90000,56.59,110.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-26 18:00:00,19.10000,125.40000,54.02,105.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-27 00:00:00,19.60000,124.80000,51.44,100.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-27 06:00:00,20.20000,124.40000,51.44,100.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-27 12:00:00,20.90000,124.10000,51.44,100.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-27 18:00:00,21.60000,123.90000,51.44,100.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-27 21:00:00,22.00000,124.00000,51.44,100.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-28 00:00:00,22.40000,124.10000,51.44,100.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-28 03:00:00,22.90000,124.20000,51.44,100.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-28 06:00:00,23.40000,124.40000,48.87,95.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-28 09:00:00,23.90000,124.80000,48.87,95.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-28 12:00:00,24.20000,125.10000,46.30,90.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-28 15:00:00,24.60000,125.60000,46.30,90.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-28 18:00:00,25.00000,126.00000,46.30,90.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-28 21:00:00,25.50000,126.60000,46.30,90.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-29 00:00:00,26.00000,127.20000,46.30,90.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-29 03:00:00,26.60000,127.70000,46.30,90.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-29 06:00:00,26.90000,128.50000,46.30,90.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-29 09:00:00,27.50000,129.40000,46.30,90.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-29 12:00:00,27.90000,130.30000,46.30,90.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-29 15:00:00,28.60000,131.20000,43.73,85.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-29 18:00:00,29.30000,132.40000,43.73,85.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-29 21:00:00,30.20000,133.50000,43.73,85.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-30 00:00:00,31.50000,134.20000,41.16,80.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-30 03:00:00,32.50000,134.70000,41.16,80.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-30 06:00:00,33.50000,135.70000,36.01,70.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-30 08:00:00,34.10000,136.60000,36.01,70.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-30 09:00:00,34.40000,137.00000,36.01,70.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-30 10:00:00,34.80000,137.40000,36.01,70.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-30 12:00:00,35.70000,138.30000,33.44,65.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-30 15:00:00,37.00000,139.50000,33.44,65.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-30 18:00:00,39.10000,141.00000,28.29,55.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-09-30 21:00:00,40.60000,143.10000,28.29,55.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-10-01 00:00:00,41.90000,144.40000,25.72,50.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-10-01 03:00:00,42.70000,147.10000,25.72,50.0
EQ-20121002072200398321435202263__TC-TY1217,Simultaneous,2012-10-01 06:00:00,44.00000,149.00000,23.15,45.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-03 18:00:00,11.40000,143.30000,18.01,35.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-04 00:00:00,12.00000,142.60000,20.58,40.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-04 06:00:00,13.00000,141.30000,23.15,45.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-04 12:00:00,14.00000,140.50000,33.44,65.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-04 18:00:00,14.50000,139.10000,36.01,70.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-05 00:00:00,15.20000,138.30000,38.58,75.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-05 06:00:00,16.00000,137.00000,41.16,80.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-05 12:00:00,16.70000,136.00000,43.73,85.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-05 18:00:00,17.40000,134.50000,43.73,85.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-06 00:00:00,18.00000,133.00000,48.87,95.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-06 06:00:00,18.40000,131.50000,48.87,95.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-06 12:00:00,18.90000,130.30000,48.87,95.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-06 18:00:00,19.70000,129.10000,51.44,100.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-07 00:00:00,20.40000,128.30000,51.44,100.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-07 06:00:00,21.60000,127.30000,48.87,95.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-07 09:00:00,21.90000,127.00000,46.30,90.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-07 12:00:00,22.30000,126.80000,46.30,90.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-07 15:00:00,23.10000,126.70000,46.30,90.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-07 18:00:00,23.70000,126.20000,46.30,90.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-07 21:00:00,24.30000,126.10000,46.30,90.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-08 00:00:00,25.00000,126.10000,46.30,90.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-08 03:00:00,25.80000,125.90000,46.30,90.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-08 06:00:00,26.50000,125.70000,43.73,85.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-08 09:00:00,27.10000,125.60000,43.73,85.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-08 12:00:00,27.70000,125.70000,43.73,85.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-08 15:00:00,28.40000,125.70000,41.16,80.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-08 18:00:00,28.90000,125.80000,38.58,75.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-08 21:00:00,29.70000,126.10000,36.01,70.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-09 00:00:00,30.40000,126.20000,36.01,70.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-09 03:00:00,30.80000,126.40000,33.44,65.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-09 06:00:00,31.40000,126.90000,30.87,60.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-09 09:00:00,31.60000,127.10000,28.29,55.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-09 12:00:00,31.70000,127.60000,28.29,55.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-09 15:00:00,31.80000,128.50000,25.72,50.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-09 18:00:00,32.10000,129.20000,25.72,50.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-09 21:00:00,32.10000,130.00000,25.72,50.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-10 00:00:00,32.10000,131.50000,25.72,50.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-10 03:00:00,32.40000,132.90000,25.72,50.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-10 06:00:00,33.00000,134.30000,25.72,50.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-10 09:00:00,33.50000,135.30000,25.72,50.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-10 12:00:00,33.80000,136.80000,25.72,50.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-10 15:00:00,34.10000,137.70000,23.15,45.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-10 17:00:00,34.60000,138.50000,23.15,45.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-10 18:00:00,34.70000,139.10000,23.15,45.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-10 19:00:00,34.90000,139.50000,23.15,45.0
EQ-20140712042200370501423203370__TC-TY1408,Simultaneous,2014-07-10 21:00:00,35.30000,140.40000,23.15,45.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-09-29 06:00:00,13.00000,151.00000,18.01,35.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-09-29 12:00:00,13.40000,150.30000,20.58,40.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-09-29 18:00:00,13.90000,149.50000,23.15,45.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-09-30 00:00:00,15.20000,148.10000,23.15,45.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-09-30 06:00:00,16.40000,146.90000,23.15,45.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-09-30 12:00:00,16.40000,145.80000,25.72,50.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-09-30 18:00:00,16.60000,144.70000,28.29,55.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-01 00:00:00,16.90000,143.80000,30.87,60.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-01 06:00:00,18.10000,142.60000,33.44,65.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-01 12:00:00,18.40000,141.20000,38.58,75.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-01 18:00:00,18.90000,140.20000,41.16,80.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-02 00:00:00,19.50000,139.00000,46.30,90.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-02 06:00:00,19.70000,138.20000,48.87,95.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-02 12:00:00,20.60000,137.50000,48.87,95.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-02 18:00:00,21.50000,136.50000,48.87,95.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-03 00:00:00,22.30000,135.50000,48.87,95.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-03 06:00:00,23.20000,134.60000,48.87,95.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-03 12:00:00,24.00000,134.00000,48.87,95.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-03 18:00:00,24.70000,133.40000,48.87,95.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-03 21:00:00,25.10000,133.10000,48.87,95.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-04 00:00:00,25.40000,132.90000,48.87,95.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-04 03:00:00,25.90000,132.50000,48.87,95.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-04 06:00:00,26.30000,132.30000,48.87,95.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-04 09:00:00,26.70000,132.10000,48.87,95.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-04 12:00:00,27.10000,131.80000,48.87,95.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-04 15:00:00,27.50000,131.50000,48.87,95.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-04 18:00:00,27.90000,131.30000,46.30,90.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-04 21:00:00,28.40000,131.20000,46.30,90.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-05 00:00:00,28.90000,131.30000,43.73,85.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-05 03:00:00,29.50000,131.40000,43.73,85.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-05 06:00:00,30.10000,131.90000,43.73,85.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-05 09:00:00,30.70000,132.50000,43.73,85.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-05 12:00:00,31.40000,133.20000,41.16,80.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-05 15:00:00,32.20000,134.30000,41.16,80.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-05 18:00:00,33.00000,135.40000,38.58,75.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-05 21:00:00,34.00000,136.90000,36.01,70.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-05 23:00:00,34.70000,137.70000,33.44,65.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-06 00:00:00,34.90000,138.50000,33.44,65.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-06 03:00:00,36.10000,140.70000,33.44,65.0
EQ-20141003095700401651426272857__TC-TY1418,Simultaneous,2014-10-06 06:00:00,37.70000,143.50000,30.87,60.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-03 18:00:00,9.00000,156.20000,18.01,35.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-04 00:00:00,9.60000,155.10000,20.58,40.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-04 06:00:00,10.40000,154.00000,23.15,45.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-04 12:00:00,11.10000,152.90000,25.72,50.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-04 18:00:00,12.00000,151.50000,28.29,55.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-05 00:00:00,12.50000,150.00000,30.87,60.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-05 06:00:00,13.30000,148.50000,30.87,60.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-05 12:00:00,13.80000,146.90000,30.87,60.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-05 18:00:00,14.50000,145.10000,30.87,60.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-06 00:00:00,15.10000,143.30000,30.87,60.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-06 06:00:00,15.80000,141.30000,30.87,60.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-06 12:00:00,16.50000,139.70000,30.87,60.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-06 18:00:00,16.80000,138.10000,36.01,70.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-07 00:00:00,16.90000,136.50000,41.16,80.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-07 06:00:00,17.30000,135.40000,46.30,90.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-07 12:00:00,17.40000,134.20000,54.02,105.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-07 18:00:00,17.70000,133.20000,59.16,115.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-08 00:00:00,17.90000,132.20000,59.16,115.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-08 06:00:00,18.20000,131.50000,59.16,115.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-08 12:00:00,18.40000,131.00000,59.16,115.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-08 18:00:00,18.80000,130.50000,56.59,110.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-09 00:00:00,19.20000,130.00000,56.59,110.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-09 06:00:00,19.70000,129.90000,54.02,105.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-09 12:00:00,20.20000,129.60000,51.44,100.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-09 18:00:00,20.80000,129.40000,51.44,100.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-10 00:00:00,21.40000,129.40000,51.44,100.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-10 06:00:00,22.20000,129.30000,51.44,100.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-10 12:00:00,23.10000,129.20000,48.87,95.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-10 18:00:00,23.80000,129.00000,46.30,90.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-10 21:00:00,24.10000,128.90000,46.30,90.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-11 00:00:00,24.40000,128.80000,46.30,90.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-11 03:00:00,24.90000,128.70000,43.73,85.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-11 06:00:00,25.30000,128.60000,43.73,85.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-11 09:00:00,25.60000,128.40000,43.73,85.0
EQ-20141011113600409521432433661__TC-TY1419,Simultaneous,2014-10-11 12:00:00,26.10000,128.10000,43.73,85.0
