z_id,coupling_type,times,lats,lons,winds
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-10T06:00:00Z,20.1,141.9,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-10T12:00:00Z,20.4,140.9,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-10T18:00:00Z,20.4,139.6,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-11T00:00:00Z,20.3,138.5,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-11T06:00:00Z,20.3,137.3,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-11T12:00:00Z,20.5,136.4,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-11T18:00:00Z,20.9,135.8,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-12T00:00:00Z,21.5,136.2,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-12T06:00:00Z,21.8,136.9,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-12T12:00:00Z,21.9,137.5,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-12T18:00:00Z,22.2,138.0,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-13T00:00:00Z,22.6,138.3,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-13T06:00:00Z,23.0,138.2,18.00554
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-13T12:00:00Z,23.4,138.1,18.00554
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-13T18:00:00Z,23.8,137.8,18.00554
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-14T00:00:00Z,24.3,137.6,18.00554
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-14T06:00:00Z,24.6,136.9,18.00554
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-14T12:00:00Z,25.1,135.3,18.00554
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-14T18:00:00Z,25.3,133.5,18.00554
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-15T00:00:00Z,25.4,132.5,18.00554
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-15T06:00:00Z,25.7,131.5,20.57776
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-15T12:00:00Z,25.8,131.0,20.57776
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-15T18:00:00Z,26.0,130.4,20.57776
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-16T00:00:00Z,26.3,130.1,20.57776
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-16T06:00:00Z,26.4,129.9,23.14998
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-16T12:00:00Z,26.1,129.6,23.14998
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-16T18:00:00Z,25.6,129.7,23.14998
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-17T00:00:00Z,25.2,129.7,23.14998
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-17T06:00:00Z,25.0,129.8,25.7222
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-17T12:00:00Z,24.8,130.3,28.29442
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-17T18:00:00Z,24.8,130.5,30.86664
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-18T00:00:00Z,25.3,131.1,30.86664
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-18T03:00:00Z,25.6,131.0,30.86664
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-18T06:00:00Z,25.9,130.8,30.86664
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-18T09:00:00Z,26.1,130.7,30.86664
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-18T12:00:00Z,26.2,130.5,30.86664
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-18T15:00:00Z,26.3,130.5,30.86664
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-18T18:00:00Z,26.4,130.4,30.86664
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-18T21:00:00Z,26.5,130.5,30.86664
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-19T00:00:00Z,26.7,130.5,30.86664
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-19T03:00:00Z,27.2,130.6,30.86664
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-19T06:00:00Z,27.7,130.4,30.86664
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-19T09:00:00Z,28.0,130.3,30.86664
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-19T12:00:00Z,28.2,130.2,33.43886
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-19T15:00:00Z,28.2,130.4,33.43886
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-19T18:00:00Z,28.2,130.6,36.01108
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-19T21:00:00Z,28.4,131.2,36.01108
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-20T00:00:00Z,28.9,131.6,38.5833
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-20T03:00:00Z,29.2,131.8,38.5833
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-20T06:00:00Z,29.3,132.3,41.15552
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-20T09:00:00Z,29.7,133.0,41.15552
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-20T12:00:00Z,30.3,133.6,43.72774
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-20T15:00:00Z,30.9,134.1,43.72774
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-20T18:00:00Z,31.7,134.7,43.72774
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-20T21:00:00Z,32.4,135.3,43.72774
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-21T00:00:00Z,33.0,135.9,41.15552
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-21T03:00:00Z,33.9,136.9,41.15552
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-21T05:00:00Z,34.7,137.6,41.15552
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-21T06:00:00Z,34.9,137.8,38.5833
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-21T09:00:00Z,35.9,139.2,36.01108
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-21T12:00:00Z,37.1,140.7,33.43886
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-21T15:00:00Z,38.7,142.4,33.43886
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-21T18:00:00Z,40.5,143.6,33.43886
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-21T21:00:00Z,41.8,145.0,33.43886
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-22T00:00:00Z,42.7,146.6,30.86664
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-22T03:00:00Z,43.6,147.8,30.86664
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-22T06:00:00Z,44.5,149.0,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-22T12:00:00Z,45.8,151.2,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-22T18:00:00Z,46.8,152.9,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-23T00:00:00Z,47.8,155.6,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-23T06:00:00Z,49.0,159.4,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-23T12:00:00Z,50.7,163.8,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-23T18:00:00Z,51.4,167.7,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-24T00:00:00Z,51.9,172.5,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-24T06:00:00Z,51.9,178.4,0.0
EQ-2011092122300036737140577952__TC-TY1115,Simultaneous,2011-09-24T12:00:00Z,51.2,185.4,0.0
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-23T18:00:00Z,15.2,142.7,0.0
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-24T00:00:00Z,15.6,141.8,0.0
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-24T06:00:00Z,16.1,141.7,0.0
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-24T12:00:00Z,16.8,141.2,0.0
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-24T18:00:00Z,17.5,140.8,0.0
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-25T00:00:00Z,18.4,140.6,18.00554
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-25T06:00:00Z,19.1,140.5,18.00554
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-25T12:00:00Z,19.7,140.4,20.57776
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-25T18:00:00Z,20.3,140.5,20.57776
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-26T00:00:00Z,21.0,140.5,23.14998
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-26T06:00:00Z,21.5,140.2,23.14998
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-26T12:00:00Z,22.1,139.8,23.14998
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-26T18:00:00Z,22.3,139.6,23.14998
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-27T00:00:00Z,22.4,139.6,23.14998
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-27T06:00:00Z,22.5,139.6,23.14998
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-27T12:00:00Z,22.6,139.5,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-27T18:00:00Z,22.6,139.5,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-28T00:00:00Z,22.8,139.5,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-28T06:00:00Z,23.0,139.7,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-28T12:00:00Z,23.3,140.1,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-28T18:00:00Z,23.5,140.2,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-29T00:00:00Z,23.7,140.1,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-29T06:00:00Z,23.8,140.1,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-29T12:00:00Z,24.1,140.1,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-29T18:00:00Z,24.7,140.1,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-30T00:00:00Z,25.2,140.1,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-30T06:00:00Z,25.8,139.8,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-30T09:00:00Z,26.0,139.6,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-30T12:00:00Z,26.1,139.3,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-30T15:00:00Z,26.3,138.8,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-30T18:00:00Z,26.5,138.4,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-30T21:00:00Z,26.4,138.0,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-31T00:00:00Z,26.5,137.9,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-31T03:00:00Z,26.7,137.6,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-31T06:00:00Z,26.8,137.4,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-31T09:00:00Z,26.9,137.3,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-31T12:00:00Z,27.1,137.1,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-31T15:00:00Z,27.3,136.9,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-31T18:00:00Z,27.4,136.6,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-08-31T21:00:00Z,27.5,136.5,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-01T00:00:00Z,27.8,136.3,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-01T03:00:00Z,28.1,136.2,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-01T06:00:00Z,28.3,136.0,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-01T09:00:00Z,28.5,135.8,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-01T12:00:00Z,28.8,135.6,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-01T15:00:00Z,29.0,135.4,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-01T18:00:00Z,29.4,135.2,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-01T21:00:00Z,29.9,135.1,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-02T00:00:00Z,30.3,134.9,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-02T03:00:00Z,30.8,134.6,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-02T06:00:00Z,31.3,134.5,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-02T09:00:00Z,31.7,134.5,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-02T12:00:00Z,32.2,134.3,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-02T15:00:00Z,32.6,134.0,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-02T18:00:00Z,33.0,133.8,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-02T21:00:00Z,33.2,133.8,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-03T00:00:00Z,33.4,133.9,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-03T01:00:00Z,33.6,133.9,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-03T03:00:00Z,33.8,133.9,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-03T06:00:00Z,34.0,133.9,25.7222
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-03T09:00:00Z,34.4,133.9,23.14998
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-03T12:00:00Z,34.7,134.0,23.14998
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-03T15:00:00Z,35.0,133.9,23.14998
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-03T18:00:00Z,35.4,133.7,23.14998
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-03T21:00:00Z,35.6,133.7,20.57776
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-04T00:00:00Z,35.8,133.7,20.57776
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-04T03:00:00Z,36.0,133.8,20.57776
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-04T06:00:00Z,36.1,133.9,20.57776
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-04T09:00:00Z,36.4,134.0,20.57776
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-04T12:00:00Z,36.7,134.1,20.57776
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-04T15:00:00Z,37.0,134.3,20.57776
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-04T18:00:00Z,37.3,134.5,20.57776
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-04T21:00:00Z,37.8,135.0,20.57776
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-05T00:00:00Z,39.4,136.3,20.57776
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-05T06:00:00Z,41.5,136.2,0.0
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-05T12:00:00Z,42.5,136.4,0.0
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-05T18:00:00Z,43.7,136.0,0.0
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-06T00:00:00Z,44.7,135.8,0.0
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-06T06:00:00Z,45.0,135.6,0.0
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-06T12:00:00Z,45.0,135.2,0.0
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-06T18:00:00Z,44.7,136.5,0.0
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-07T00:00:00Z,45.2,137.4,0.0
EQ-201107051918003399135233755__TC-TY1112,EQ-TY,2011-09-07T06:00:00Z,45.8,138.0,0.0
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-11T12:00:00Z,18.5,157.3,0.0
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-11T18:00:00Z,18.7,156.6,0.0
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-12T00:00:00Z,18.9,155.9,18.00554
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-12T06:00:00Z,19.2,155.2,18.00554
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-12T12:00:00Z,19.3,154.2,20.57776
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-12T18:00:00Z,19.4,153.5,23.14998
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-13T00:00:00Z,19.6,152.7,25.7222
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-13T06:00:00Z,19.7,151.4,25.7222
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-13T12:00:00Z,19.8,150.0,28.29442
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-13T18:00:00Z,19.9,148.5,30.86664
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-14T00:00:00Z,20.0,147.5,33.43886
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-14T06:00:00Z,20.1,146.1,33.43886
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-14T12:00:00Z,20.2,144.9,38.5833
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-14T18:00:00Z,20.3,143.7,38.5833
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-15T00:00:00Z,20.4,142.5,41.15552
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-15T06:00:00Z,20.6,141.4,41.15552
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-15T12:00:00Z,20.6,140.5,43.72774
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-15T18:00:00Z,20.7,139.6,43.72774
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-16T00:00:00Z,21.1,138.8,43.72774
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-16T06:00:00Z,21.2,137.9,48.87218
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-16T12:00:00Z,21.9,137.1,48.87218
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-16T18:00:00Z,22.7,136.3,48.87218
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-17T00:00:00Z,23.4,135.6,48.87218
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-17T03:00:00Z,24.3,135.2,48.87218
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-17T06:00:00Z,24.6,134.5,43.72774
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-17T09:00:00Z,24.8,134.2,43.72774
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-17T12:00:00Z,25.2,133.9,43.72774
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-17T15:00:00Z,25.5,133.6,43.72774
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-17T18:00:00Z,25.9,133.5,41.15552
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-17T21:00:00Z,26.4,133.4,41.15552
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-18T00:00:00Z,27.0,133.4,41.15552
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-18T03:00:00Z,27.7,133.3,41.15552
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-18T06:00:00Z,28.4,133.2,38.5833
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-18T09:00:00Z,29.1,133.1,38.5833
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-18T12:00:00Z,29.7,132.9,38.5833
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-18T15:00:00Z,30.2,132.8,38.5833
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-18T18:00:00Z,30.8,132.8,38.5833
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-18T21:00:00Z,31.3,132.8,38.5833
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-19T00:00:00Z,31.8,132.8,38.5833
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-19T03:00:00Z,32.2,132.9,38.5833
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-19T06:00:00Z,32.7,133.1,38.5833
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-19T09:00:00Z,32.9,133.6,38.5833
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-19T12:00:00Z,33.3,134.3,38.5833
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-19T14:00:00Z,33.6,134.3,38.5833
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-19T15:00:00Z,33.6,134.3,36.01108
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-19T18:00:00Z,33.6,134.5,33.43886
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-19T21:00:00Z,33.5,135.0,30.86664
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-20T00:00:00Z,33.5,135.6,28.29442
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-20T03:00:00Z,33.5,136.2,28.29442
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-20T06:00:00Z,33.4,136.8,28.29442
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-20T09:00:00Z,33.0,137.5,28.29442
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-20T12:00:00Z,32.5,137.9,25.7222
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-20T15:00:00Z,32.0,138.1,25.7222
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-20T18:00:00Z,31.7,138.5,25.7222
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-20T21:00:00Z,31.1,138.7,25.7222
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-21T00:00:00Z,31.0,139.2,23.14998
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-21T03:00:00Z,30.8,140.1,23.14998
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-21T06:00:00Z,30.7,140.9,23.14998
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-21T12:00:00Z,30.5,141.7,23.14998
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-21T18:00:00Z,29.8,142.2,23.14998
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-22T00:00:00Z,29.1,143.0,23.14998
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-22T06:00:00Z,29.4,143.9,23.14998
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-22T12:00:00Z,30.6,144.3,23.14998
EQ-2011041611190036341399457959__TC-TY1106,EQ-TY,2011-07-22T18:00:00Z,31.5,144.6,23.14998
